SrcAddr,DstAddr,SrcMac,DstMac,Sport,Dport,State,Proto,SrcRate,DstRate,class
192.168.0.13,192.168.0.24,bc:1c:81:4b:ae:ba,04:32:f4:45:17:b3,5634.0,23.0,sE,tcp,42.204777,0.0,3
192.168.0.24,210.89.164.90,04:32:f4:45:17:b3,88:36:6c:d7:1c:56,55986.0,8043.0,REQ,udp,42.690388,0.0,5
192.168.0.15,192.168.0.42,f0:18:98:5e:ff:9f,Broadcast,,,INT,arp,0.0,0.0,9
192.168.0.24,210.89.164.90,04:32:f4:45:17:b3,88:36:6c:d7:1c:56,60066.0,8011.0,REQ,udp,32.200866999999995,0.0,5
192.168.0.13,210.89.164.90,bc:1c:81:4b:ae:ba,88:36:6c:d7:1c:56,5228.0,80.0,sER,tcp,7.855121,0.0,4
222.110.166.211,192.168.0.13,88:36:6c:f2:ce:a7,bc:1c:81:4b:ae:ba,7396.0,554.0,s,tcp,0.0,0.0,1
192.168.0.13,210.89.164.90,bc:1c:81:4b:ae:ba,88:36:6c:d7:1c:56,60061.0,8011.0,REQ,udp,32.256706,0.0,5
192.168.0.15,192.168.0.88,f0:18:98:5e:ff:9f,Broadcast,,,INT,arp,0.0,0.0,9
222.203.131.161,192.168.0.13,88:36:6c:f2:ce:a7,bc:1c:81:4b:ae:ba,1910.0,554.0,s,tcp,0.0,0.0,1
192.168.0.24,210.89.164.90,04:32:f4:45:17:b3,88:36:6c:d7:1c:56,5423.0,80.0,sER,tcp,9.434258,0.0,4
222.42.228.232,192.168.0.13,88:36:6c:f2:ce:a7,bc:1c:81:4b:ae:ba,4293.0,554.0,s,tcp,0.0,0.0,1
222.51.138.222,192.168.0.13,88:36:6c:f2:ce:a7,bc:1c:81:4b:ae:ba,8501.0,554.0,s,tcp,0.0,0.0,1
74.125.203.189,192.168.0.14,88:36:6c:d7:1c:56,a8:66:7f:0e:3f:54,443,62988,REQ,udp,0.0,0.0,0
192.168.0.24,210.89.164.90,04:32:f4:45:17:b3,88:36:6c:d7:1c:56,7745.0,7777.0,E,tcp,0.0,0.0,2
192.168.0.15,192.168.0.23,f0:18:98:5e:ff:9f,Broadcast,,,INT,arp,0.463945,0.0,9
222.244.154.64,192.168.0.13,88:36:6c:f2:ce:a7,bc:1c:81:4b:ae:ba,4932.0,554.0,s,tcp,0.0,0.0,1
192.168.0.24,210.89.164.90,04:32:f4:45:17:b3,88:36:6c:d7:1c:56,5456.0,80.0,sER,tcp,0.0,0.0,4
192.168.0.24,223.39.123.191,04:32:f4:45:17:b3,88:36:6c:d7:1c:56,33760,443,sSEfFR,tcp,0.0,0.0,0
192.168.0.15,192.168.0.13,f0:18:98:5e:ff:9f,bc:1c:81:4b:ae:ba,52143.0,3889.0,s,tcp,0.0,0.0,7
192.168.0.15,192.168.0.13,f0:18:98:5e:ff:9f,bc:1c:81:4b:ae:ba,55916.0,2910.0,s,tcp,0.0,0.0,7
192.168.0.13,210.89.164.90,bc:1c:81:4b:ae:ba,88:36:6c:d7:1c:56,51989.0,7777.0,E,tcp,0.0,0.0,2
192.168.0.24,210.89.164.90,04:32:f4:45:17:b3,88:36:6c:d7:1c:56,3210.0,52330.0,E,tcp,0.0,0.0,2
192.168.0.15,192.168.0.158,f0:18:98:5e:ff:9f,Broadcast,,,INT,arp,9.798349,0.0,9
192.168.0.13,210.89.164.90,bc:1c:81:4b:ae:ba,88:36:6c:d7:1c:56,1351.0,52330.0,E,tcp,3676.470459000001,0.0,2
192.168.0.13,210.89.164.90,bc:1c:81:4b:ae:ba,88:36:6c:d7:1c:56,59410.0,80.0,sE,tcp,359.13092,0.0,4
192.168.0.24,210.89.164.90,04:32:f4:45:17:b3,88:36:6c:d7:1c:56,4635.0,52330.0,E,tcp,0.545147,0.0,2
192.168.0.13,239.255.255.250,bc:1c:81:4b:ae:ba,01:00:5e:7f:ff:fa,,,REQ,igmp,0.0,0.0,0
192.168.0.15,192.168.0.164,f0:18:98:5e:ff:9f,Broadcast,,,INT,arp,0.0,0.0,9
192.168.0.15,192.168.0.58,f0:18:98:5e:ff:9f,Broadcast,,,INT,arp,4.869806,0.0,9
192.168.0.24,192.168.0.13,04:32:f4:45:17:b3,bc:1c:81:4b:ae:ba,5783.0,23.0,sEf,tcp,0.0,0.0,3
222.250.83.29,192.168.0.13,88:36:6c:f2:ce:a7,bc:1c:81:4b:ae:ba,1144.0,554.0,s,tcp,0.0,0.0,1
222.141.76.106,192.168.0.13,88:36:6c:f2:ce:a7,bc:1c:81:4b:ae:ba,5870.0,554.0,s,tcp,0.0,0.0,1
192.168.0.13,210.89.164.90,bc:1c:81:4b:ae:ba,88:36:6c:d7:1c:56,55984.0,8043.0,REQ,udp,42.539642,0.0,5
192.168.0.24,210.89.164.90,04:32:f4:45:17:b3,88:36:6c:d7:1c:56,60063.0,8011.0,REQ,udp,32.40398,0.0,5
192.168.0.13,210.89.164.90,bc:1c:81:4b:ae:ba,88:36:6c:d7:1c:56,6384.0,80.0,E,tcp,5102.041015999999,0.0,4
192.168.0.13,210.89.164.90,bc:1c:81:4b:ae:ba,88:36:6c:d7:1c:56,59594.0,7777.0,E,tcp,0.0,0.0,2
192.168.0.15,192.168.0.13,f0:18:98:5e:ff:9f,bc:1c:81:4b:ae:ba,51975.0,8000.0,sE,tcp,485.79061900000005,0.0,8
192.168.0.24,210.89.164.90,04:32:f4:45:17:b3,88:36:6c:d7:1c:56,60164.0,8899.0,INT,udp,104.854004,0.0,5
192.168.0.15,192.168.0.13,f0:18:98:5e:ff:9f,bc:1c:81:4b:ae:ba,52143.0,1010.0,s,tcp,0.0,0.0,7
192.168.0.15,192.168.0.134,f0:18:98:5e:ff:9f,Broadcast,,,INT,arp,1.627392,0.0,9
192.168.0.15,192.168.0.13,f0:18:98:5e:ff:9f,bc:1c:81:4b:ae:ba,57929.0,62078.0,s,tcp,0.0,0.0,7
192.168.0.15,192.168.0.13,f0:18:98:5e:ff:9f,bc:1c:81:4b:ae:ba,57929.0,4126.0,s,tcp,0.0,0.0,7
192.168.0.24,210.89.164.90,04:32:f4:45:17:b3,88:36:6c:d7:1c:56,1845.0,52330.0,E,tcp,0.0,0.0,2
192.168.0.24,192.168.0.1,04:32:f4:45:17:b3,f0:18:98:5e:ff:9f,,,RSP,arp,0.0,0.500808,6
192.168.0.13,210.89.164.90,bc:1c:81:4b:ae:ba,88:36:6c:d7:1c:56,60079.0,8899.0,INT,udp,188.611008,0.0,5
192.168.0.15,192.168.0.223,f0:18:98:5e:ff:9f,Broadcast,,,INT,arp,4.905167,0.0,9
192.168.0.24,210.89.164.90,04:32:f4:45:17:b3,88:36:6c:d7:1c:56,6131.0,80.0,sR,tcp,0.0,0.0,4
222.114.92.147,192.168.0.13,88:36:6c:f2:ce:a7,bc:1c:81:4b:ae:ba,4450.0,554.0,s,tcp,0.0,0.0,1
192.168.0.24,210.89.164.90,04:32:f4:45:17:b3,88:36:6c:d7:1c:56,3907.0,7777.0,E,tcp,0.0,0.0,2
222.133.124.72,192.168.0.13,88:36:6c:f2:ce:a7,bc:1c:81:4b:ae:ba,8565.0,554.0,s,tcp,0.0,0.0,1
192.168.0.15,192.168.0.46,f0:18:98:5e:ff:9f,Broadcast,,,INT,arp,0.0,0.0,9
192.168.0.15,192.168.0.13,f0:18:98:5e:ff:9f,bc:1c:81:4b:ae:ba,57929.0,1501.0,s,tcp,0.0,0.0,7
192.168.0.24,210.89.164.90,04:32:f4:45:17:b3,88:36:6c:d7:1c:56,62742.0,8043.0,REQ,udp,42.816376,0.0,5
192.168.0.1,192.168.0.24,88:36:6c:d7:1c:56,04:32:f4:45:17:b3,,,CON,arp,0.0,0.0,0
192.168.0.13,210.89.164.90,bc:1c:81:4b:ae:ba,88:36:6c:d7:1c:56,60066.0,8011.0,REQ,udp,32.364185,0.0,5
192.168.0.15,192.168.0.13,f0:18:98:5e:ff:9f,bc:1c:81:4b:ae:ba,55916.0,2811.0,s,tcp,0.0,0.0,7
192.168.0.13,210.89.164.90,bc:1c:81:4b:ae:ba,88:36:6c:d7:1c:56,49438.0,8011.0,INT,udp,31.79166,0.0,5
192.168.0.13,210.89.164.90,bc:1c:81:4b:ae:ba,88:36:6c:d7:1c:56,5431.0,80.0,sR,tcp,7.059256,0.0,4
192.168.0.13,210.89.164.90,bc:1c:81:4b:ae:ba,88:36:6c:d7:1c:56,2166.0,52330.0,E,tcp,4.801782,0.0,2
192.168.0.15,192.168.0.13,f0:18:98:5e:ff:9f,bc:1c:81:4b:ae:ba,55916.0,7103.0,s,tcp,0.0,0.0,7
192.168.0.24,223.39.118.176,04:32:f4:45:17:b3,88:36:6c:d7:1c:56,35104,443,sSEfFR,tcp,0.0,0.0,0
192.168.0.13,210.89.164.90,bc:1c:81:4b:ae:ba,88:36:6c:d7:1c:56,5359.0,80.0,sER,tcp,1.772339,0.0,4
192.168.0.24,210.89.164.90,04:32:f4:45:17:b3,88:36:6c:d7:1c:56,4228.0,52330.0,E,tcp,0.0,0.0,2
192.168.0.24,210.89.164.90,04:32:f4:45:17:b3,88:36:6c:d7:1c:56,51994.0,8899.0,REQ,udp,174.285019,0.0,5
222.154.93.8,192.168.0.13,88:36:6c:f2:ce:a7,bc:1c:81:4b:ae:ba,5535.0,554.0,s,tcp,0.0,0.0,1
192.168.0.24,210.89.164.90,04:32:f4:45:17:b3,88:36:6c:d7:1c:56,5712.0,80.0,R,tcp,0.0,0.0,4
192.168.0.24,210.89.164.90,04:32:f4:45:17:b3,88:36:6c:d7:1c:56,64781.0,9988.0,REQ,udp,68.981323,0.0,5
192.168.0.15,192.168.0.13,f0:18:98:5e:ff:9f,bc:1c:81:4b:ae:ba,57929.0,4567.0,s,tcp,0.0,0.0,7
192.168.0.24,210.89.164.90,04:32:f4:45:17:b3,88:36:6c:d7:1c:56,37239.0,7777.0,E,tcp,0.0,0.0,2
192.168.0.15,192.168.0.89,f0:18:98:5e:ff:9f,Broadcast,,,INT,arp,3.385733,0.0,9
192.168.0.15,192.168.0.47,f0:18:98:5e:ff:9f,Broadcast,,,INT,arp,1.627098,0.0,9
192.168.0.24,210.89.164.90,04:32:f4:45:17:b3,88:36:6c:d7:1c:56,5468.0,80.0,R,tcp,0.0,0.0,4
192.168.0.24,210.89.164.90,04:32:f4:45:17:b3,88:36:6c:d7:1c:56,60067.0,8011.0,REQ,udp,31.836365,0.0,5
192.168.0.15,192.168.0.13,f0:18:98:5e:ff:9f,bc:1c:81:4b:ae:ba,57929.0,5033.0,s,tcp,0.0,0.0,7
222.187.127.188,192.168.0.13,88:36:6c:f2:ce:a7,bc:1c:81:4b:ae:ba,7322.0,554.0,s,tcp,0.0,0.0,1
192.168.0.15,192.168.0.13,f0:18:98:5e:ff:9f,bc:1c:81:4b:ae:ba,57929.0,4900.0,s,tcp,0.0,0.0,7
192.168.0.13,210.89.164.90,bc:1c:81:4b:ae:ba,88:36:6c:d7:1c:56,7851.0,52330.0,E,tcp,0.0,0.0,2
192.168.0.24,210.89.164.90,04:32:f4:45:17:b3,88:36:6c:d7:1c:56,55987.0,8043.0,REQ,udp,43.093842,0.0,5
192.168.0.24,210.89.164.90,04:32:f4:45:17:b3,88:36:6c:d7:1c:56,8722.0,52330.0,E,tcp,0.0,0.0,2
192.168.0.13,210.89.164.90,bc:1c:81:4b:ae:ba,88:36:6c:d7:1c:56,6139.0,80.0,ER,tcp,0.814884,0.0,4
192.168.0.24,223.39.123.191,04:32:f4:45:17:b3,88:36:6c:d7:1c:56,53354,443,sSEfF,tcp,0.0,0.0,0
192.168.0.15,192.168.0.13,f0:18:98:5e:ff:9f,bc:1c:81:4b:ae:ba,57929.0,1783.0,s,tcp,0.0,0.0,7
192.168.0.13,224.0.0.251,bc:1c:81:4b:ae:ba,01:00:5e:00:00:fb,5353,5353,INT,udp,3.223968,0.0,0
192.168.0.13,210.89.164.90,bc:1c:81:4b:ae:ba,88:36:6c:d7:1c:56,35148.0,7777.0,E,tcp,0.0,0.0,2
192.168.0.24,210.89.164.90,04:32:f4:45:17:b3,88:36:6c:d7:1c:56,5016.0,80.0,R,tcp,0.0,0.0,4
192.168.0.15,192.168.0.13,f0:18:98:5e:ff:9f,bc:1c:81:4b:ae:ba,55916.0,8081.0,s,tcp,0.0,0.0,7
192.168.0.24,210.89.164.90,04:32:f4:45:17:b3,88:36:6c:d7:1c:56,51999.0,8899.0,REQ,udp,214.49733,0.0,5
222.75.237.173,192.168.0.13,88:36:6c:f2:ce:a7,bc:1c:81:4b:ae:ba,2462.0,554.0,s,tcp,0.0,0.0,1
192.168.0.15,192.168.0.13,f0:18:98:5e:ff:9f,bc:1c:81:4b:ae:ba,51780.0,9010.0,sE,tcp,315.507172,0.0,8
192.168.0.24,210.89.164.90,04:32:f4:45:17:b3,88:36:6c:d7:1c:56,55986.0,8043.0,REQ,udp,42.82615300000001,0.0,5
192.168.0.1,239.255.255.250,88:36:6c:d7:1c:56,a8:66:7f:0e:3f:54,42360,1900,INT,udp,193.956665,0.0,0
192.168.0.15,192.168.0.198,f0:18:98:5e:ff:9f,Broadcast,,,INT,arp,0.0,0.0,9
192.168.0.15,192.168.0.13,f0:18:98:5e:ff:9f,bc:1c:81:4b:ae:ba,57929.0,1031.0,s,tcp,0.0,0.0,7
222.15.172.9,192.168.0.13,88:36:6c:f2:ce:a7,bc:1c:81:4b:ae:ba,8133.0,554.0,s,tcp,0.0,0.0,1
192.168.0.13,192.168.0.24,bc:1c:81:4b:ae:ba,04:32:f4:45:17:b3,5664.0,23.0,sE,tcp,40.251629,0.0,3
192.168.0.15,192.168.0.13,f0:18:98:5e:ff:9f,bc:1c:81:4b:ae:ba,55916.0,43.0,s,tcp,0.0,0.0,7
192.168.0.15,192.168.0.13,f0:18:98:5e:ff:9f,bc:1c:81:4b:ae:ba,57929.0,7777.0,s,tcp,822.368469,0.0,7
192.168.0.15,192.168.0.79,f0:18:98:5e:ff:9f,Broadcast,,,INT,arp,0.0,0.0,9
192.168.0.1,192.168.0.16,88:36:6c:d7:1c:56,48:4b:aa:2c:d8:f9,,,CON,arp,0.0,0.0,0
192.168.0.15,192.168.0.40,f0:18:98:5e:ff:9f,Broadcast,,,INT,arp,0.0,0.0,9
192.168.0.15,192.168.0.138,f0:18:98:5e:ff:9f,Broadcast,,,INT,arp,3.392475,0.0,9
192.168.0.16,192.168.0.13,48:4b:aa:2c:d8:f9,f0:18:98:5e:ff:9f,,,RSP,arp,0.0,0.498898,6
192.168.0.15,192.168.0.13,f0:18:98:5e:ff:9f,bc:1c:81:4b:ae:ba,52143.0,80.0,s,tcp,0.0,0.0,7
192.168.0.15,192.168.0.13,f0:18:98:5e:ff:9f,bc:1c:81:4b:ae:ba,57929.0,8888.0,s,tcp,0.0,0.0,7
192.168.0.14,192.168.0.1,a8:66:7f:0e:3f:54,88:36:6c:d7:1c:56,53221,80,SEfC,tcp,0.0,746.880249,0
222.197.154.208,192.168.0.13,88:36:6c:f2:ce:a7,bc:1c:81:4b:ae:ba,8085.0,554.0,s,tcp,0.0,0.0,1
192.168.0.15,192.168.0.13,f0:18:98:5e:ff:9f,bc:1c:81:4b:ae:ba,55916.0,20031.0,s,tcp,0.0,0.0,7
198.252.206.25,192.168.0.14,88:36:6c:d7:1c:56,a8:66:7f:0e:3f:54,443,52650,E,tcp,0.0,0.0,0
192.168.0.24,210.89.164.90,04:32:f4:45:17:b3,88:36:6c:d7:1c:56,5962.0,80.0,ER,tcp,0.756023,0.0,4
222.93.143.10,192.168.0.13,88:36:6c:f2:ce:a7,bc:1c:81:4b:ae:ba,4341.0,554.0,s,tcp,0.0,0.0,1
192.168.0.15,192.168.0.13,f0:18:98:5e:ff:9f,bc:1c:81:4b:ae:ba,57929.0,8080.0,s,tcp,0.0,0.0,7
192.168.0.24,210.89.164.90,04:32:f4:45:17:b3,88:36:6c:d7:1c:56,51999.0,8899.0,REQ,udp,171.827423,0.0,5
192.168.0.13,210.89.164.90,bc:1c:81:4b:ae:ba,88:36:6c:d7:1c:56,2120.0,52330.0,E,tcp,0.386112,0.0,2
192.168.0.15,192.168.0.13,f0:18:98:5e:ff:9f,bc:1c:81:4b:ae:ba,54848.0,554.0,E,tcp,7.6348509999999985,0.0,8
192.168.0.13,210.89.164.90,bc:1c:81:4b:ae:ba,88:36:6c:d7:1c:56,59412.0,80.0,sE,tcp,47.034477,0.0,4
192.168.0.13,210.89.164.90,bc:1c:81:4b:ae:ba,88:36:6c:d7:1c:56,60066.0,8011.0,REQ,udp,32.268246000000005,0.0,5
192.168.0.15,192.168.0.144,f0:18:98:5e:ff:9f,Broadcast,,,INT,arp,1.658452,0.0,9
192.168.0.13,210.89.164.90,bc:1c:81:4b:ae:ba,88:36:6c:d7:1c:56,49987.0,8011.0,REQ,udp,32.333588,0.0,5
192.168.0.13,210.89.164.90,bc:1c:81:4b:ae:ba,88:36:6c:d7:1c:56,59416.0,80.0,sE,tcp,45.159981,0.0,4
192.168.0.15,192.168.0.13,f0:18:98:5e:ff:9f,bc:1c:81:4b:ae:ba,52143.0,1022.0,s,tcp,0.0,0.0,7
192.168.0.13,210.89.164.90,bc:1c:81:4b:ae:ba,88:36:6c:d7:1c:56,5339.0,52330.0,E,tcp,0.481355,0.0,2
192.168.0.15,192.168.0.13,f0:18:98:5e:ff:9f,bc:1c:81:4b:ae:ba,52143.0,2020.0,s,tcp,0.0,0.0,7
192.168.0.15,192.168.0.69,f0:18:98:5e:ff:9f,Broadcast,,,INT,arp,1.636667,0.0,9
192.168.0.15,192.168.0.225,f0:18:98:5e:ff:9f,Broadcast,,,INT,arp,1.630952,0.0,9
192.168.0.15,192.168.0.228,f0:18:98:5e:ff:9f,Broadcast,,,INT,arp,1.639129,0.0,9
192.168.0.15,192.168.0.45,f0:18:98:5e:ff:9f,Broadcast,,,INT,arp,3.410246,0.0,9
192.168.0.24,210.89.164.90,04:32:f4:45:17:b3,88:36:6c:d7:1c:56,37889.0,7777.0,E,tcp,0.0,0.0,2
192.168.0.13,192.168.0.24,bc:1c:81:4b:ae:ba,04:32:f4:45:17:b3,5862.0,23.0,sE,tcp,34.770340000000004,0.0,3
192.168.0.15,192.168.0.13,f0:18:98:5e:ff:9f,bc:1c:81:4b:ae:ba,52143.0,902.0,s,tcp,0.0,0.0,7
192.168.0.15,192.168.0.13,f0:18:98:5e:ff:9f,Broadcast,,,INT,arp,0.0,0.0,9
192.168.0.15,192.168.0.13,f0:18:98:5e:ff:9f,bc:1c:81:4b:ae:ba,52143.0,616.0,s,tcp,0.0,0.0,7
192.168.0.16,192.168.64.13,48:6b:aa:2c:d8:f9,bc:1c:81:4b:ae:ba,49784,9020,E,tcp,0.0,0.0,0
192.168.0.24,210.89.164.90,04:32:f4:45:17:b3,88:36:6c:d7:1c:56,60065.0,8011.0,REQ,udp,32.05481,0.0,5
222.183.157.71,192.168.0.13,88:36:6c:f2:ce:a7,bc:1c:81:4b:ae:ba,6865.0,554.0,s,tcp,0.0,0.0,1
192.168.0.13,192.168.0.16,bc:1c:81:4b:ae:ba,48:4b:aa:2c:d8:f9,9020,49784,Ef,tcp,242.814224,114.206688,0
222.240.63.84,192.168.0.13,88:36:6c:f2:ce:a7,bc:1c:81:4b:ae:ba,7496.0,554.0,s,tcp,0.0,0.0,1
192.168.0.13,210.89.164.90,bc:1c:81:4b:ae:ba,88:36:6c:d7:1c:56,64776.0,9988.0,REQ,udp,72.939713,0.0,5
222.91.140.237,192.168.0.13,88:36:6c:f2:ce:a7,bc:1c:81:4b:ae:ba,2052.0,554.0,s,tcp,0.0,0.0,1
192.168.0.24,210.89.164.90,04:32:f4:45:17:b3,88:36:6c:d7:1c:56,62743.0,8043.0,REQ,udp,42.866554,0.0,5
192.168.0.15,192.168.0.13,f0:18:98:5e:ff:9f,bc:1c:81:4b:ae:ba,55916.0,1059.0,s,tcp,0.0,0.0,7
192.168.0.15,192.168.0.76,f0:18:98:5e:ff:9f,Broadcast,,,INT,arp,1.636667,0.0,9
192.168.0.24,210.89.164.90,04:32:f4:45:17:b3,88:36:6c:d7:1c:56,13779.0,7777.0,E,tcp,0.0,0.0,2
192.168.0.15,192.168.0.13,f0:18:98:5e:ff:9f,bc:1c:81:4b:ae:ba,57929.0,32785.0,s,tcp,0.0,0.0,7
192.168.0.15,192.168.0.13,f0:18:98:5e:ff:9f,bc:1c:81:4b:ae:ba,51811.0,8000.0,sE,tcp,289.855072,0.0,8
192.168.0.15,192.168.0.13,f0:18:98:5e:ff:9f,bc:1c:81:4b:ae:ba,52143.0,1001.0,s,tcp,0.0,0.0,7
192.168.0.15,192.168.0.103,f0:18:98:5e:ff:9f,Broadcast,,,INT,arp,3.397928,0.0,9
192.168.0.15,192.168.0.13,f0:18:98:5e:ff:9f,bc:1c:81:4b:ae:ba,51590.0,9010.0,sE,tcp,462.69519,0.0,8
192.168.0.24,210.89.164.90,04:32:f4:45:17:b3,88:36:6c:d7:1c:56,6277.0,80.0,sER,tcp,4.453839,0.0,4
192.168.0.15,192.168.0.13,f0:18:98:5e:ff:9f,Broadcast,,,INT,arp,110.436226,0.0,9
192.168.0.13,210.89.164.90,bc:1c:81:4b:ae:ba,88:36:6c:d7:1c:56,5609.0,80.0,ER,tcp,0.374118,0.0,4
222.73.59.173,192.168.0.13,88:36:6c:f2:ce:a7,bc:1c:81:4b:ae:ba,4551.0,554.0,s,tcp,0.0,0.0,1
192.168.0.14,192.168.0.1,a8:66:7f:0e:3f:54,88:36:6c:d7:1c:56,53236,80,SEfC,tcp,0.0,935.628784,0
44.178.230.69,165.127.48.87,bc:1c:81:4b:ae:ba,48:4b:aa:2c:d8:f9,,,INT,unas,0.0,0.0,0
192.168.0.24,210.89.164.90,04:32:f4:45:17:b3,88:36:6c:d7:1c:56,60064.0,8011.0,REQ,udp,32.403999,0.0,5
192.168.0.24,223.39.118.176,04:32:f4:45:17:b3,88:36:6c:d7:1c:56,53177,443,sSEfFR,tcp,0.0,0.0,0
192.168.0.13,210.89.164.90,bc:1c:81:4b:ae:ba,88:36:6c:d7:1c:56,6688.0,52330.0,E,tcp,0.0,0.0,2
192.168.0.15,192.168.0.13,f0:18:98:5e:ff:9f,bc:1c:81:4b:ae:ba,57929.0,1310.0,s,tcp,0.0,0.0,7
222.94.103.36,192.168.0.13,88:36:6c:f2:ce:a7,bc:1c:81:4b:ae:ba,3983.0,554.0,s,tcp,0.0,0.0,1
222.67.125.199,192.168.0.13,88:36:6c:f2:ce:a7,bc:1c:81:4b:ae:ba,8193.0,554.0,s,tcp,0.0,0.0,1
163.152.1.1,192.168.0.23,88:36:6c:d7:1c:56,a8:2b:b9:d6:5d:9c,53,54034,INT,udp,0.0,0.0,0
222.240.125.33,192.168.0.13,88:36:6c:f2:ce:a7,bc:1c:81:4b:ae:ba,2424.0,554.0,s,tcp,0.0,0.0,1
192.168.0.13,210.89.164.90,bc:1c:81:4b:ae:ba,88:36:6c:d7:1c:56,5266.0,80.0,sER,tcp,1.287895,0.0,4
192.168.0.15,192.168.0.13,f0:18:98:5e:ff:37,bc:1c:81:4b:ae:ba,,,INT,unas,0.0,0.0,8
192.168.0.24,210.89.164.90,04:32:f4:45:17:b3,88:36:6c:d7:1c:56,55987.0,8043.0,REQ,udp,43.034023,0.0,5
192.168.0.24,210.89.164.90,04:32:f4:45:17:b3,88:36:6c:d7:1c:56,4916.0,80.0,sER,tcp,0.6547569999999999,0.0,4
192.168.0.24,210.89.164.90,04:32:f4:45:17:b3,88:36:6c:d7:1c:56,5921.0,80.0,sER,tcp,0.830865,0.0,4
222.100.180.169,192.168.0.13,88:36:6c:f2:ce:a7,bc:1c:81:4b:ae:ba,8199.0,554.0,s,tcp,0.0,0.0,1
222.20.11.190,192.168.0.13,88:36:6c:f2:ce:a7,bc:1c:81:4b:ae:ba,1399.0,554.0,s,tcp,0.0,0.0,1
192.168.0.13,210.89.164.90,bc:1c:81:4b:ae:ba,88:36:6c:d7:1c:56,60188.0,8899.0,INT,udp,859.751648,0.0,5
192.168.0.13,210.89.164.90,bc:1c:81:4b:ae:ba,88:36:6c:d7:1c:56,56110.0,8043.0,REQ,udp,43.05706,0.0,5
192.168.0.15,192.168.0.48,f0:18:98:5e:ff:9f,Broadcast,,,INT,arp,9.792945,0.0,9
192.168.0.15,192.168.0.13,f0:18:98:5e:ff:9f,bc:1c:81:4b:ae:ba,52143.0,2007.0,s,tcp,0.0,0.0,7
192.168.0.15,192.168.0.13,f0:18:98:5e:ff:9f,bc:1c:81:4b:ae:ba,51837.0,8000.0,sE,tcp,447.427277,0.0,8
223.39.118.176,192.168.0.23,88:36:6c:d7:1c:56,a8:2b:b9:d6:5d:9c,443,37434,Ef,tcp,93.314049,0.0,0
192.168.0.24,210.89.164.90,04:32:f4:45:17:b3,88:36:6c:d7:1c:56,6396.0,80.0,sE,tcp,1072.961426,0.0,4
222.184.129.37,192.168.0.13,88:36:6c:f2:ce:a7,bc:1c:81:4b:ae:ba,1766.0,554.0,s,tcp,0.0,0.0,1
192.168.0.15,192.168.0.13,f0:18:98:5e:ff:9f,bc:1c:81:4b:ae:ba,52143.0,1900.0,s,tcp,0.0,0.0,7
192.168.0.13,210.89.164.90,bc:1c:81:4b:ae:ba,88:36:6c:d7:1c:56,18588.0,7777.0,E,tcp,0.0,0.0,2
192.168.0.15,192.168.0.13,f0:18:98:5e:ff:9f,bc:1c:81:4b:ae:ba,51971.0,8000.0,sE,tcp,599.880005,0.0,8
192.168.0.15,192.168.0.13,f0:18:98:5e:ff:9f,bc:1c:81:4b:ae:ba,52143.0,9929.0,s,tcp,0.0,0.0,7
222.166.15.254,192.168.0.13,88:36:6c:f2:ce:a7,bc:1c:81:4b:ae:ba,2266.0,554.0,s,tcp,0.0,0.0,1
192.168.0.13,192.168.0.24,bc:1c:81:4b:ae:ba,04:32:f4:45:17:b3,5640.0,23.0,R,tcp,0.0,0.0,3
192.168.0.15,192.168.0.13,f0:18:98:5e:ff:9f,bc:1c:81:4b:ae:ba,55916.0,1098.0,s,tcp,0.0,0.0,7
192.168.0.24,210.89.164.90,04:32:f4:45:17:b3,88:36:6c:d7:1c:56,4703.0,52330.0,E,tcp,0.0,0.0,2
192.168.0.16,192.168.0.13,48:4b:aa:2c:d8:f9,bc:1c:81:4b:ae:ba,49796,9020,sSER,tcp,104.356232,180.072098,0
222.90.84.95,192.168.0.13,88:36:6c:f2:ce:a7,bc:1c:81:4b:ae:ba,5426.0,554.0,s,tcp,0.0,0.0,1
192.168.0.24,210.89.164.90,04:32:f4:45:17:b3,88:36:6c:d7:1c:56,60115.0,8899.0,INT,udp,1058.763184,0.0,5
192.168.0.15,192.168.0.13,f0:18:98:5e:ff:9f,bc:1c:81:4b:ae:ba,57929.0,1039.0,s,tcp,0.0,0.0,7
192.168.0.13,210.89.164.90,bc:1c:81:4b:ae:ba,88:36:6c:d7:1c:56,4408.0,52330.0,E,tcp,0.5425909999999999,0.0,2
192.168.0.13,210.89.164.90,bc:1c:81:4b:ae:ba,88:36:6c:d7:1c:56,7063.0,52330.0,E,tcp,0.275667,0.0,2
192.168.0.13,210.89.164.90,bc:1c:81:4b:ae:ba,88:36:6c:d7:1c:56,60223.0,8899.0,INT,udp,1726.6584469999998,0.0,5
192.168.0.15,192.168.0.121,f0:18:98:5e:ff:9f,Broadcast,,,INT,arp,1.641187,0.0,9
192.168.0.13,210.89.164.90,bc:1c:81:4b:ae:ba,88:36:6c:d7:1c:56,55983.0,8043.0,REQ,udp,42.610889,0.0,5
192.168.0.24,210.89.164.90,04:32:f4:45:17:b3,88:36:6c:d7:1c:56,55986.0,8043.0,REQ,udp,42.854115,0.0,5
192.168.0.15,192.168.0.5,f0:18:98:5e:ff:9f,Broadcast,,,INT,arp,123.274155,0.0,9
