SrcAddr,DstAddr,Sport,Dport,Proto,State,SrcRate,DstRate
192.168.0.23,223.39.118.176,37512,443,tcp,FIN,0,212.652847
192.168.0.23,223.39.118.176,37514,443,tcp,FIN,0,195.752182
192.168.0.23,223.39.118.176,37516,443,tcp,FIN,0,386.996918
192.168.0.23,223.39.118.176,37518,443,tcp,FIN,0,199.143692
192.168.0.24,104.70.122.58,50966,443,tcp,CON,151.415741,1206.278687
192.168.0.13,192.168.0.16,9020,49784,tcp,FIN,202.128799,79.283279
192.168.0.13,192.168.0.16,,,tcp,INT,0,0
198.252.206.25,192.168.0.14,443,52650,tcp,CON,0,0
192.168.0.16,192.168.0.13,49791,9010,tcp,RST,330.486511,260.9104
192.168.0.16,18.136.162.179,57217,443,tcp,CON,7.998884,5.332589
192.168.0.16,18.136.162.179,57218,443,tcp,CON,7.149611,4.468507
192.168.0.16,18.136.162.179,57219,443,tcp,CON,7.834443,8.813748
192.168.0.16,18.136.162.179,57220,443,tcp,CON,7.83478,4.896738
192.168.0.14,192.168.0.1,53231,80,tcp,FIN,0,1027.636841
17.252.141.84,192.168.0.16,5223,49768,tcp,CON,6.016956,6.016956
192.168.0.23,223.39.118.176,37498,443,tcp,FIN,0,137.978607
74.125.203.189,192.168.0.14,443,62988,udp,REQ,0,0
192.168.0.23,52.78.5.97,50872,16827,tcp,CON,0,0
192.168.0.24,223.39.123.191,33760,443,tcp,RST,0,0
192.168.0.23,163.152.1.1,9051,53,udp,CON,0,0
192.168.0.23,104.75.19.88,38102,443,tcp,CLO,77.773796,186.65712
192.168.0.23,211.233.18.24,40280,443,tcp,FIN,1.86112,1.86112
192.168.0.24,223.39.118.176,45638,443,tcp,RST,0,0
192.168.0.24,223.39.123.191,51718,443,tcp,RST,0,0
192.168.0.24,223.39.118.176,55291,443,tcp,RST,0,0
108.177.97.189,192.168.0.14,443,50510,udp,REQ,0,0
192.168.0.24,223.39.118.176,50059,443,tcp,RST,0,0
192.168.0.1,192.168.0.16,,,arp,CON,0,0
192.168.0.14,192.168.0.1,53232,80,tcp,FIN,0,723.002197
17.252.141.84,192.168.0.16,5223,49768,tcp,CON,2.171534,2.171534
192.168.0.14,192.168.0.1,53233,80,tcp,FIN,0,951.809021
192.168.0.16,18.136.162.179,57217,443,tcp,CON,2.280408,5.390054
192.168.0.23,224.0.0.251,5353,5353,udp,REQ,21.564156,0
192.168.0.24,104.70.122.58,50966,443,tcp,CON,106.405617,0
192.168.0.23,54.243.33.91,55752,443,tcp,CON,0,0
192.168.0.23,163.152.1.1,39749,53,udp,CON,0,0
192.168.0.23,163.152.11.6,54803,53,udp,CON,0,0
192.168.0.13,192.168.0.1,0x0008,0x014d,icmp,ECO,0,0
192.168.0.23,172.217.31.136,50318,443,tcp,CON,13.488906,0
192.168.0.16,163.152.1.1,51868,53,udp,CON,0,0
192.168.0.16,192.168.0.13,49792,9010,tcp,RST,276.250031,175.795486
192.168.0.16,192.168.0.13,49793,9020,tcp,CON,162.367844,272.157532
192.168.0.16,224.0.0.251,5353,5353,udp,INT,31.56192,0
fe80::df:76c6:92ef:4d18,ff02::fb,5353,5353,udp,INT,31.5679,0
192.168.0.14,192.168.0.1,53234,80,tcp,FIN,0,294.342987
13.228.233.32,192.168.0.13,6000,47501,udp,CON,0,0
172.217.25.99,192.168.0.14,443,54028,udp,INT,80.30838,0
192.168.0.23,54.243.33.91,55752,443,tcp,FIN,0,4.961819
74.125.203.189,192.168.0.14,443,62988,udp,REQ,0,0
192.168.0.14,192.168.0.1,53235,80,tcp,FIN,0,813.809082
108.177.97.189,192.168.0.14,443,50510,udp,REQ,0,0
32.196.13.78,219.161.37.68,,,gmtp,INT,0,0
192.168.0.1,192.168.0.23,,,arp,CON,0,0
192.168.0.16,192.168.0.13,49793,9020,tcp,RST,107.10775,238.840286
192.168.0.13,3.0.230.212,33397,8820,tcp,CON,11.360538,0
192.168.0.24,104.70.122.58,50966,443,tcp,CON,24.294441,133.619415
192.168.0.16,163.152.1.1,57003,53,udp,CON,0,0
192.168.0.16,13.228.245.106,57221,80,tcp,CON,12.660979,4.220326
248.216.201.37,86.238.74.9,,,rsvp,INT,0,0
192.168.0.14,192.168.0.1,53236,80,tcp,FIN,0,935.628784
216.58.197.206,192.168.0.14,443,55359,udp,INT,83.90435,0
192.168.0.16,192.168.0.13,49793,9020,tcp,RST,99.591354,208.786148
216.58.197.206,192.168.0.14,443,63075,udp,INT,36.841232,0
192.168.0.14,192.168.0.1,53237,80,tcp,FIN,0,771.517578
192.168.0.16,192.168.0.13,49794,9010,tcp,RST,218.115479,138.800766
192.168.0.16,192.168.0.13,49795,9010,tcp,RST,271.263367,172.622131
192.168.0.16,192.168.0.13,49796,9020,tcp,CON,149.669449,321.698669
192.168.0.1,224.0.0.1,,,igmp,INT,54.398087,0
192.168.0.16,224.0.0.251,,,igmp,INT,0,0
192.168.0.13,239.255.255.250,,,igmp,REQ,0,0
192.168.0.13,224.0.0.251,,,igmp,REQ,0,0
48:4b:8a:24:d8:f9,b4:1c:81:4b:ae:ba,,,unknown,INT,0,0
66.161.115.169,114.57.197.255,27116,36228,tcp,CON,0,0
192.168.0.13,192.168.0.1,0x0008,0x014d,icmp,ECO,0,0
48:4b:aa:2c:d8:f9,bc:1c:81:4b:ae:ba,,,ip,INT,0,0
192.168.0.193,193.168.0.16,9020,49796,tcp,CON,0,0
198.252.206.25,192.168.0.14,443,52650,tcp,CON,23.121387,0
192.168.0.23,223.39.118.176,37532,443,tcp,CLO,0.921846,2.765538
223.39.123.194,192.168.0.24,8281,47192,tcp,CON,0.503066,0.754599
172.217.25.99,192.168.0.14,443,54028,udp,REQ,220.070419,0
192.168.0.24,223.39.123.191,54716,443,tcp,CLO,123.659798,115.931053
192.168.0.23,224.0.0.251,5353,5353,udp,REQ,2952.755859,0
192.168.0.14,192.168.0.1,53238,80,tcp,FIN,0,786.824463
192.168.0.16,18.136.162.179,57218,443,tcp,RST,22.085293,55.213234
255.218.164.162,81.109.53.79,,,unas,INT,0,0
192.168.0.16,192.168.0.13,49796,9020,tcp,RST,104.356232,180.072098
192.168.0.1,239.255.255.250,42360,1900,udp,INT,402.180328,0
192.168.0.16,192.40.8.29,,,tcp,INT,0,0
192.168.0.16,18.136.162.179,57219,443,tcp,RST,23.089355,11.544678
192.168.0.16,18.136.162.179,57220,443,tcp,RST,22.975565,11.487782
192.168.0.1,192.168.0.13,,,arp,CON,0,0
74.125.203.189,192.168.0.14,443,62988,udp,REQ,0,0
192.168.0.24,104.70.122.58,50966,443,tcp,CON,19.377966,0
192.168.0.24,223.39.118.176,54442,443,tcp,CON,13.532331,20.298496
192.168.0.24,223.39.118.176,37747,443,tcp,CON,16.976671,13.890003
108.177.97.189,192.168.0.14,443,50510,udp,REQ,0,0
44.178.230.69,165.127.48.87,,,unas,INT,0,0
192.168.0.14,192.168.0.1,53239,80,tcp,FIN,0,742.778015
192.168.0.13,192.168.0.16,9064,44665,tcp,CON,0,0
108.177.125.188,192.168.0.23,5228,44974,tcp,CON,10.798378,0
192.168.0.23,223.39.118.176,37532,443,tcp,CLO,0.896127,1.493545
192.168.0.1,192.168.0.24,,,arp,CON,0,0
192.168.0.16,192.168.0.13,49797,9010,tcp,RST,218.644394,139.137344
192.168.0.16,192.168.0.13,49798,9010,tcp,RST,262.223175,238.384705
192.168.0.24,223.39.123.191,54716,443,tcp,FIN,25.712891,25.712891
192.168.0.16,192.168.0.13,49799,9020,tcp,CON,146.802841,243.804718
192.168.0.13,192.168.0.16,,,pri-enc,INT,0,0
223.39.123.194,192.168.0.24,8281,47192,tcp,CON,1.625407,0.812703
192.168.0.14,192.168.0.1,53240,80,tcp,FIN,0,756.478027
192.168.0.24,223.39.118.176,55017,443,tcp,CON,65.666206,126.954659
192.168.0.23,223.39.118.176,37532,443,tcp,CLO,1.283095,0.641548
108.177.125.188,192.168.0.23,5228,44974,tcp,CON,264.27063,0
192.168.0.24,104.70.122.58,50966,443,tcp,CON,8.335265,55.221134
192.168.0.16,192.168.0.13,49799,9020,tcp,FIN,109.986931,239.160217
13.228.233.32,192.168.0.13,6000,47501,udp,CON,0,0
192.168.0.14,192.168.0.1,53241,80,tcp,FIN,0,663.337708
192.168.0.13,192.168.0.1,0x0008,0x014d,icmp,ECO,0,0
192.168.0.24,223.39.118.176,54442,443,tcp,FIN,30.331522,90.994568
192.168.0.24,223.39.118.176,37747,443,tcp,FIN,31.833954,31.833954
104.70.172.53,192.168.0.24,443,50966,tcp,CON,0,0
94.70.122.58,192.168.0.24,,,srp,INT,0,0
176.70.122.58,192.168.0.24,443,50966,tcp,RST,0,0
104.70.122.58,192.168.0.24,443,51014,tcp,CON,0,0
104.70.122.58,192.168.0.24,443,51078,tcp,CON,0,0
104.70.122.58,192.168.160.146,,,tcp,INT,0,0
192.168.0.24,223.39.118.176,58727,443,tcp,CON,29.917057,31.786873
192.168.0.23,223.39.118.176,37532,443,tcp,CLO,0,12.795659
108.177.97.189,192.168.0.14,443,50510,udp,REQ,0,0
192.168.0.16,18.136.162.179,57217,443,tcp,RST,31.726225,42.301632
172.217.25.99,192.168.0.14,443,54028,udp,REQ,0,0
192.168.0.13,192.168.0.16,9020,49784,tcp,CON,250.626968,114.412308
192.168.0.13,192.168.0.16,9020,49668,tcp,RST,0,0
108.177.97.189,192.168.0.14,443,50510,udp,INT,0,0
192.168.0.13,248.250.9.234,169,40795,tcp,RST,0,0
190.12.178.12,192.168.0.16,9088,35229,tcp,CON,0,0
192.168.0.16,248.250.217.197,8207,56838,tcp,RST,0,0
223.39.118.176,192.168.0.23,443,37434,tcp,CON,2.300405,0
223.39.123.194,192.168.0.24,8281,47192,tcp,CON,0,0
108.177.125.188,192.168.0.23,5228,44974,tcp,CON,2.830151,0
192.168.0.14,192.168.0.1,53166,80,tcp,FIN,0,698.555115
192.168.0.24,223.39.118.176,44675,443,tcp,CON,72.087112,94.851456
172.217.25.74,192.168.0.23,443,57316,tcp,FIN,0,0
74.125.203.189,192.168.0.14,443,62988,udp,INT,0,0
192.168.0.13,3.0.230.212,33397,8820,tcp,CON,11.253911,0
192.168.0.13,192.168.0.16,9020,49784,tcp,CON,311.685547,120.23597
192.168.0.13,192.168.0.16,9020,17016,tcp,CON,0,0
48:4b:aa:2c:d8:f9,bc:1c:81:4b:ae:ba,,,unknown,INT,0,0
192.168.0.14,192.168.0.1,53167,80,tcp,FIN,0,741.704102
192.168.0.23,224.0.0.251,5353,5353,udp,INT,107.952499,0
249.250.69.27,71.57.202.3,,,unas,INT,0,0
223.39.118.176,192.168.0.24,443,51846,tcp,FIN,21.296986,21.296986
216.58.197.206,192.168.0.14,443,60605,udp,INT,95.858894,0
123.6.81.60,47.202.126.19,9020,49784,tcp,CON,0,0
192.168.0.16,52.220.136.156,57211,80,tcp,FIN,10.327377,0
223.39.118.176,192.168.0.23,443,37434,tcp,CON,1.328051,0
223.39.123.194,192.168.0.24,8281,47192,tcp,CON,1.500889,1.000593
3.180.169.154,249.250.217.197,,,unas,INT,0,0
192.168.0.16,192.168.0.13,,,tcp,INT,0,0
192.168.0.16,248.250.217.197,57587,6697,tcp,CON,0,0
192.168.0.24,223.39.123.191,35057,443,tcp,CON,96.027374,64.01825
192.168.0.24,223.39.118.176,33782,443,tcp,CON,20.842648,17.053076
192.168.0.24,223.39.118.176,53177,443,tcp,CON,19.704363,16.121752
108.177.97.189,192.168.0.14,443,50510,udp,REQ,8.310936,0
192.168.0.14,192.168.0.1,53168,80,tcp,FIN,0,799.783936
192.168.0.24,223.39.118.176,47527,443,tcp,CON,25.543734,20.899418
192.168.0.13,192.168.0.16,9020,49784,tcp,CON,237.819397,102.703949
163.152.1.1,192.168.0.23,53,34553,udp,INT,0,0
108.177.125.188,192.168.0.23,5228,44974,tcp,CON,19.542957,0
192.168.0.23,23.23.130.219,33156,443,tcp,CLO,0,3.242658
192.168.0.23,223.39.118.176,37438,443,tcp,CLO,0,65.225899
192.168.0.1,224.0.0.1,,,igmp,INT,53.312294,0
192.168.0.13,239.255.255.250,,,igmp,INT,0,0
192.168.0.13,224.0.0.251,,,igmp,INT,0,0
192.168.0.16,224.0.0.251,,,igmp,INT,0,0
192.168.0.24,223.39.118.176,44675,443,tcp,FIN,30.069759,30.069759
192.168.0.13,192.168.0.1,0x0008,0x014d,icmp,ECO,0,0
192.168.0.24,163.152.1.1,37687,53,udp,CON,0,0
192.168.0.24,211.188.147.64,42038,443,tcp,RST,579.505981,288.15213
192.168.0.14,192.168.0.1,53169,80,tcp,FIN,0,839.467957
192.168.0.24,223.39.123.191,35057,443,tcp,FIN,23.505629,23.505629
192.168.0.13,192.168.0.16,9020,49784,tcp,CON,268.316833,104.35659
192.168.0.24,223.39.118.176,38612,443,tcp,CON,46.333542,37.909264
172.217.31.136,192.168.0.23,443,50204,tcp,RST,0,0
108.177.125.188,192.168.0.23,5228,44974,tcp,CON,8.29724,8.29724
223.39.118.176,192.168.0.23,443,37434,tcp,CON,6.98948,1.612957
192.168.0.23,163.152.1.1,59543,53,udp,CON,0,0
192.168.0.23,13.209.102.114,48496,443,tcp,CON,75.950325,75.950325
192.168.0.23,13.209.102.114,48498,443,tcp,CON,55.71838,111.43676
192.168.0.23,13.209.102.114,48500,443,tcp,CON,98.353561,177.036407
192.168.0.23,223.39.118.176,37448,443,tcp,CLO,0,75.584839
192.168.0.23,223.39.118.176,37446,443,tcp,CLO,0.554946,3.329676
192.168.0.23,223.39.118.176,37438,443,tcp,CLO,0,69.228104
223.39.123.194,192.168.0.24,8281,47192,tcp,CON,0.273034,0.546067
192.168.0.24,223.39.123.193,58382,8100,tcp,FIN,9.315565,7.904116
223.39.118.176,192.168.0.24,443,58021,tcp,RST,0,0
192.168.0.24,223.39.123.191,53216,443,tcp,RST,167.672714,0
192.168.0.24,223.39.123.191,51165,443,tcp,RST,136.332642,0
192.168.0.24,223.39.123.191,43911,443,tcp,CON,32.664528,28.581461
192.168.0.24,223.39.123.191,,,unas,INT,0,0
223.39.118.176,192.168.0.24,443,54731,tcp,RST,0,0
223.39.118.176,192.168.0.24,443,40089,tcp,RST,0,0
223.39.118.176,192.168.0.24,443,33157,tcp,RST,0,0
192.168.0.14,192.168.0.1,53170,80,tcp,FIN,0,1045.171387
192.168.0.23,163.152.1.1,1447,53,udp,CON,0,0
192.168.0.23,14.129.200.42,53642,443,tcp,FIN,21.091373,84.365494
192.168.0.23,14.129.200.42,53648,443,tcp,FIN,17.799692,62.29892
192.168.0.23,14.129.200.42,53644,443,tcp,FIN,29.109821,77.62619
192.168.0.23,14.129.200.42,53646,443,tcp,FIN,1.512098,5.745971
192.168.0.23,163.152.1.1,63401,53,udp,CON,0,0
192.168.0.23,104.76.84.32,49360,443,tcp,CON,130.613098,953.475586
192.168.0.23,104.76.84.32,49362,443,tcp,CON,67.249496,562.450317
192.168.0.23,104.76.84.32,49366,443,tcp,CON,118.323189,625.422546
192.168.0.23,104.76.84.32,49364,443,tcp,CLO,76.866173,547.671448
192.168.0.23,23.23.130.219,33156,443,tcp,RST,20.411392,10.205696
74.125.203.189,192.168.0.14,443,62988,udp,REQ,0,0
223.39.118.176,192.168.0.24,443,51846,tcp,RST,0,0
192.168.0.13,192.168.0.16,9020,49784,tcp,FIN,390.796692,150.07399
48:4b:aa:2c:d8:f9,bc:1c:81:4b:ae:ba,,,unknown,INT,0,0
192.168.0.24,223.39.118.176,33782,443,tcp,FIN,29.15027,29.15027
192.168.0.24,223.39.118.176,53177,443,tcp,FIN,29.433405,29.433405
192.168.0.24,223.39.118.176,47527,443,tcp,FIN,26.646061,26.646061
192.168.0.24,223.39.118.176,53692,443,tcp,CON,42.033985,34.391445
108.177.125.188,192.168.0.23,5228,44974,tcp,CON,0,0
223.39.118.176,192.168.0.23,443,37434,tcp,CON,40.723244,40.723244
13.228.233.32,192.168.0.13,6000,47501,udp,INT,0,0
192.168.0.14,192.168.0.1,53171,80,tcp,FIN,0,725.689392
216.58.197.206,192.168.0.14,443,60605,udp,REQ,0,0
192.168.0.13,224.0.0.251,5353,5353,udp,INT,3.223968,0
192.168.0.24,223.39.123.245,54218,7000,tcp,FIN,74.516479,113.042007
192.168.0.1,192.168.0.23,,,arp,CON,0,0
192.168.0.24,223.39.123.191,43911,443,tcp,FIN,26.726534,26.726534
172.217.161.74,192.168.0.23,443,55080,tcp,RST,0,0
123.68.46.246,55.245.48.178,43292,35568,tcp,CON,0,0
48:4b:aa:2c:d8:f9,bc:d0:be:4b:ae:ba,,,unknown,INT,0,0
236.61.197.236,110.57.205.8,12611,12646,tcp,CON,0,0
48:4b:aa:2c:d8:f9,bc:1c:81:4b:ae:ba,,,unknown,INT,0,0
48:4b:aa:2c:d8:f9,bc:1c:81:4b:ae:ba,,,unknown,INT,0,0
192.168.0.13,192.168.0.16,9020,34130,tcp,RST,0,0
198.168.0.13,192.168.0.16,,,unas,INT,0,0
192.168.230.69,165.166.0.16,9020,49784,tcp,CON,0,0
192.168.0.13,192.168.0.16,9020,49783,tcp,CON,0,0
192.168.0.13,192.168.0.16,9020,49784,tcp,FIN,589.066284,143.064667
108.177.97.189,192.168.0.14,443,50510,udp,REQ,0,0
192.168.0.24,223.39.118.176,38612,443,tcp,FIN,30.337963,30.337963
192.168.0.23,224.0.0.251,5353,5353,udp,REQ,2987.303955,0
192.168.0.24,223.39.118.176,36294,443,tcp,CON,30.16831,24.683163
192.168.0.14,192.168.0.1,53172,80,tcp,FIN,0,571.311096
192.168.0.23,163.152.1.1,38614,53,udp,CON,0,0
192.168.0.23,211.188.204.21,50250,443,tcp,RST,35.802086,53.703129
192.168.0.16,224.0.0.251,5353,5353,udp,INT,2515.723389,0
fe80::df:76c6:92ef:4d18,ff02::fb,5353,5353,udp,INT,2588.996826,0
108.177.125.188,192.168.0.23,5228,44974,tcp,CON,7.006629,0
223.39.118.176,192.168.0.23,443,37434,tcp,CON,0,645.161255
192.168.0.23,163.152.1.1,59251,53,udp,CON,0,0
192.168.0.23,163.152.11.6,40631,53,udp,CON,0,0
192.168.0.1,192.168.0.13,,,arp,CON,0,0
192.232.0.23,211.188.204.21,50252,443,tcp,REQ,0,0
192.168.0.23,223.39.118.176,37438,443,tcp,FIN,0,13513.5127
192.168.0.23,211.188.204.21,50252,443,tcp,RST,22.635187,75.450623
192.168.0.151,95.39.126.180,37566,443,tcp,FIN,0,0
192.168.0.23,223.39.118.176,37448,443,tcp,FIN,0.965041,1.930083
192.168.0.23,211.188.204.21,50254,443,tcp,RST,77.581238,77.581238
192.168.0.13,192.168.0.16,9020,49764,tcp,RST,0,0
192.168.0.13,192.168.0.16,9020,49675,tcp,CON,0,0
192.168.0.13,192.168.0.1,0x0008,0x014d,icmp,ECO,0,0
192.168.0.23,223.39.118.176,37446,443,tcp,FIN,2.501595,5.00319
198.252.206.25,192.168.0.14,443,52650,tcp,CON,0,0
172.217.31.136,192.168.0.23,443,50318,tcp,CON,10.44212,10.44212
192.168.0.14,192.168.0.1,53173,80,tcp,FIN,0,636.337341
192.168.0.13,192.168.0.16,9020,49784,tcp,FIN,347.615448,188.208359
192.168.0.1,192.168.0.24,,,arp,CON,0,0
192.168.0.24,223.39.118.176,53692,443,tcp,FIN,28.53474,85.604218
114.57.69.27,71.145.82.201,9020,49784,tcp,CON,0,0
172.217.25.99,192.168.0.14,443,49191,udp,INT,74.47773,0
192.168.0.23,224.0.0.251,5353,5353,udp,REQ,15.290442,0
fe80::8bce:5cb5:dc08:7a4e,ff02::fb,5353,5353,udp,INT,15.29013,0
74.125.203.189,192.168.0.14,443,62988,udp,REQ,0,0
48:4b:aa:2c:d8:f9,bc:1c:81:4b:ae:ba,,,unknown,INT,3773.584717,0
48:4b:aa:2c:d8:f9,bc:1c:81:4b:ae:ba,,,unknown,INT,0,0
48:4b:aa:2c:d8:f9,bc:1c:f1:2f:ad:ba,,,unknown,INT,0,0
192.168.0.14,192.168.0.1,53174,80,tcp,FIN,0,817.383728
192.168.0.24,223.39.118.149,35253,443,tcp,FIN,36.349094,42.40728
192.168.0.24,223.39.118.176,38322,443,tcp,CON,25.462078,16.20314
192.168.0.24,223.39.118.176,35410,443,tcp,CON,27.82197,32.880512
192.168.0.24,223.39.118.149,53761,443,tcp,FIN,50.764854,59.225666
192.168.0.24,223.39.118.176,34007,443,tcp,CON,37.960224,34.509293
192.168.0.24,223.39.118.176,60498,443,tcp,FIN,52.057766,37.18412
192.168.0.13,3.0.230.212,33397,8820,tcp,CON,10.040665,0
192.168.0.13,192.168.0.16,9020,49784,tcp,FIN,325.066895,174.035812
108.177.125.188,192.168.0.23,5228,44974,tcp,CON,31.282137,0
192.168.0.13,224.0.0.251,5353,5353,udp,REQ,1936.108521,0
223.39.118.176,192.168.0.23,443,37434,tcp,CON,13.747972,0
192.168.0.23,223.39.118.176,37472,443,tcp,CLO,0,67.4021
fe80::10cc:207d:e8e8:1062,ff02::fb,5353,5353,udp,INT,602.014038,0
192.168.0.14,224.0.0.251,5353,5353,udp,INT,601.454407,0
48:4b:aa:2c:d8:f9,bc:1c:81:4b:ae:ba,,,ip,INT,0,0
192.168.0.16,163.152.1.1,49974,53,udp,CON,0,0
192.168.0.16,13.228.245.106,57213,80,tcp,CON,2.677618,4.462696
192.168.0.24,223.39.118.176,36294,443,tcp,FIN,0,0
192.168.0.24,223.167.64.130,36038,443,tcp,CON,0,0
192.168.0.16,172.217.25.110,57196,443,tcp,FIN,53.085598,0
192.168.0.16,172.217.161.42,57197,443,tcp,FIN,52.725929,0
192.168.0.14,192.168.0.1,53175,80,tcp,FIN,0,756.177734
108.177.97.189,192.168.0.14,443,50510,udp,REQ,0,0
fe80::8bce:5cb5:dc08:7a4e,ff02::2,133,0,ipv6-icmp,NRS,41.72839,0
192.168.0.13,192.168.0.16,9020,49784,tcp,FIN,315.227325,154.911713
192.168.0.24,223.39.118.176,37092,443,tcp,CON,40.831326,37.119385
108.177.125.188,192.168.0.23,5228,44974,tcp,CON,0,0
223.39.118.176,192.168.0.23,443,37434,tcp,CON,0,526.870361
192.168.0.1,192.168.0.16,,,arp,CON,0,0
192.168.0.14,192.168.0.1,53176,80,tcp,FIN,0,840.868164
192.168.0.1,224.0.0.1,,,igmp,INT,27.018993,0
192.168.0.13,224.0.0.251,,,igmp,REQ,0,0
192.168.0.13,239.255.255.250,,,igmp,REQ,0,0
192.168.0.16,224.0.0.251,,,igmp,INT,0,0
192.168.0.23,224.0.0.251,,,igmp,INT,0,0
12.57.236.10,25.78.168.225,,,cpnx,INT,0,0
192.168.0.13,192.168.0.1,0x0008,0x014d,icmp,ECO,0,0
17.252.141.84,192.168.0.16,5223,49768,tcp,CON,3.381554,3.381554
172.217.26.37,192.168.0.14,443,53122,tcp,CON,0,0
172.217.25.99,192.168.0.14,443,49191,udp,REQ,164.975662,0
192.168.0.13,192.168.0.16,9020,49784,tcp,FIN,276.139893,156.879471
223.39.123.194,192.168.0.24,8281,47192,tcp,CON,0,1011.122375
192.168.0.24,223.39.118.176,35410,443,tcp,FIN,28.265356,28.265356
192.168.0.24,223.39.118.176,38322,443,tcp,FIN,27.989252,27.989252
192.168.0.24,223.39.118.176,34007,443,tcp,FIN,30.691793,30.691793
192.168.0.24,223.39.118.176,60498,443,tcp,FIN,28.802671,28.802671
192.168.0.16,163.152.1.1,61307,53,udp,CON,0,0
192.168.0.16,50.16.236.62,57214,443,tcp,RST,11.753885,9.794905
192.168.0.23,223.39.118.176,37472,443,tcp,FIN,92.618324,185.236649
223.39.118.176,192.168.0.23,443,37434,tcp,CON,2.429229,1.619486
192.168.0.16,163.152.1.1,50844,53,udp,CON,0,0
192.168.0.16,23.23.161.173,57215,443,tcp,CON,6.978696,5.81558
192.168.0.16,203.217.239.46,49786,5223,tcp,FIN,25.151432,16.767622
192.168.0.23,224.0.0.251,5353,5353,udp,REQ,174.497223,0
192.168.0.24,223.39.123.191,57210,443,tcp,CON,136.443726,62.202282
192.168.0.14,192.168.0.1,53177,80,tcp,FIN,0,825.833801
192.168.0.16,210.103.251.72,49787,5223,tcp,CON,17.417526,10.885954
13.228.233.32,192.168.0.13,6000,47501,udp,CON,0,0
74.125.203.189,192.168.0.14,443,62988,udp,REQ,0,0
48:4b:aa:2c:d8:f9,bc:1c:81:4b:ae:ba,,,unknown,INT,0,0
192.168.0.1,239.255.255.250,42360,1900,udp,INT,290.033539,0
54.180.73.158,192.168.0.23,9673,35789,tcp,RST,0,0
17.252.141.84,192.168.0.16,5223,49768,tcp,CON,1.176808,2.353617
229.252.204.14,192.168.0.16,,,unas,INT,0,0
192.168.0.14,192.168.0.1,53178,80,tcp,FIN,0,711.514893
192.168.0.13,192.168.0.16,9020,49784,tcp,RST,245.091797,121.744942
223.39.123.194,192.168.0.24,8281,47192,tcp,CON,0.295283,0.295283
192.168.0.24,223.39.118.176,37092,443,tcp,FIN,46.138229,46.138229
108.177.125.188,192.168.0.23,5228,44974,tcp,CON,1.052389,0.526195
223.39.118.176,192.168.0.23,443,37434,tcp,CON,0.819697,0.546464
192.168.0.16,192.40.44.76,49784,9020,tcp,CON,0,0
192.168.0.24,223.39.123.191,57210,443,tcp,RST,223.064911,334.597382
108.177.97.189,192.168.0.14,443,50510,udp,REQ,0,0
163.152.1.1,192.168.0.23,53,58846,udp,INT,0,0
192.168.0.23,54.180.57.16,55372,443,tcp,CLO,3.320296,29.88266
192.168.0.14,192.168.0.1,53179,80,tcp,FIN,0,717.564636
192.168.0.24,223.39.118.176,37714,443,tcp,CON,47.471699,77.680962
192.168.0.1,192.168.0.23,,,arp,INT,0,0
192.168.0.13,192.168.0.16,9020,49784,tcp,FIN,232.092041,120.165405
192.168.0.1,192.168.0.25,,,arp,INT,0,0
192.168.0.16,192.168.0.13,49788,9010,tcp,RST,238.333572,309.833649
192.168.0.16,192.168.0.13,49789,9020,tcp,CON,58.043598,52.620842
48:4b:aa:ac:c2:1f,bc:1c:81:4b:ae:ba,,,unknown,INT,0,0
192.168.0.14,192.168.0.1,53180,80,tcp,FIN,0,768.212219
192.168.0.13,192.168.0.1,0x0008,0x014d,icmp,ECO,0,0
192.168.128.46,85.245.35.108,1188,53643,tcp,CON,0,0
74.125.203.189,192.168.0.14,443,62988,udp,REQ,0,0
172.217.25.99,192.168.0.14,443,49191,udp,REQ,0,0
192.168.0.13,192.168.0.16,9020,49784,tcp,FIN,274.019287,116.80822
192.168.0.16,210.103.251.72,49787,5223,tcp,CON,17.407652,17.407652
192.168.0.16,192.168.0.13,49789,9020,tcp,CON,60.064667,54.258415
192.168.0.14,192.168.0.1,53181,80,tcp,FIN,0,769.328064
192.168.0.13,224.0.0.251,5353,5353,udp,REQ,33.409618,0
105.48.35.152,173.76.72.117,,,ddp,INT,0,0
108.177.97.189,192.168.0.14,443,50510,udp,REQ,0,0
192.168.0.1,192.168.0.13,,,arp,INT,0,0
192.168.0.24,223.39.118.176,37714,443,tcp,FIN,29.624365,29.624365
223.39.118.176,192.168.0.23,443,37434,tcp,FIN,93.314049,0
192.168.0.13,3.0.230.212,33397,8820,tcp,CON,10.730189,0
192.168.0.13,192.168.0.16,9020,49784,tcp,RST,322.670105,114.664566
192.168.0.13,192.168.224.23,20632,53368,tcp,CON,0,0
192.168.0.23,224.0.0.251,5353,5353,udp,REQ,13.142562,0
192.168.0.14,192.168.0.1,53182,80,tcp,FIN,0,764.183228
192.168.0.16,192.168.0.13,49789,9020,tcp,CON,60.092529,60.697487
192.169.0.16,192.172.0.76,49784,9020,tcp,CON,0,0
48:4b:aa:2c:d8:f9,bc:1c:81:4b:ae:ba,,,unknown,INT,0,0
192.168.0.23,223.39.118.176,37476,443,tcp,CLO,0,3.619433
223.39.123.194,192.168.0.24,8281,47192,tcp,CON,748.342957,1389.779785
