SrcAddr,DstAddr,SrcMac,DstMac,Sport,Dport,State,Proto,SrcRate,DstRate
192.168.100.147,192.168.100.3,00:50:56:be:89:ee,00:50:56:be:26:db,55858,80,sSE,tcp,0.343508,0.343508
192.168.100.148,192.168.100.7,00:50:56:be:bf:1a,00:50:56:be:26:d4,34484,80,sSE,tcp,21978.02148,10989.01074
192.168.100.148,192.168.100.7,00:50:56:be:bf:1a,00:50:56:be:26:d4,36390,80,sSE,tcp,0,0
192.168.100.7,192.168.100.3,fa:cb:34:12:44:59,ba:ba:ca:6a:00:12,365,565,INT,udp,43.011555,0
192.168.100.148,192.168.100.7,00:50:56:be:bf:1a,00:50:56:be:26:d4,36654,80,sSEfF,tcp,0,0
192.168.100.147,192.168.100.3,00:50:56:be:89:ee,00:50:56:be:26:db,54058,80,sSE,tcp,0,0
192.168.100.148,192.168.100.7,00:50:56:be:bf:1a,00:50:56:be:26:d4,33198,80,sSE,tcp,0,0
192.168.100.148,192.168.100.7,00:50:56:be:bf:1a,00:50:56:be:26:d4,33678,80,R,tcp,0,0
192.168.100.148,192.168.100.7,00:50:56:be:bf:1a,00:50:56:be:26:d4,37486,80,sSE,tcp,2.960936,1.973958
192.168.100.148,192.168.100.7,00:50:56:be:bf:1a,00:50:56:be:26:d4,33832,80,sSE,tcp,17543.85938,8771.929688
192.168.100.148,192.168.100.7,00:50:56:be:bf:1a,00:50:56:be:26:d4,35156,80,sSEfF,tcp,0,0
192.168.100.148,192.168.100.7,00:50:56:be:bf:1a,00:50:56:be:26:d4,36462,80,sSE,tcp,9950.249023,4975.124512
192.168.100.148,192.168.100.7,00:50:56:be:bf:1a,00:50:56:be:26:d4,33030,80,sSEfFR,tcp,0,0
192.168.100.148,192.168.100.7,00:50:56:be:bf:1a,00:50:56:be:26:d4,36522,80,sSE,tcp,0,0
192.168.100.147,192.168.100.3,00:50:56:be:89:ee,00:50:56:be:26:db,55220,80,sSEfFR,tcp,0,0
192.168.100.147,192.168.100.3,00:50:56:be:89:ee,00:50:56:be:26:db,54396,80,sSE,tcp,25000,12500
192.168.100.147,192.168.100.3,00:50:56:be:89:ee,00:50:56:be:26:db,54504,80,sSE,tcp,0.894303,0.596202
192.168.100.148,192.168.100.3,00:50:56:be:bf:1a,00:50:56:be:26:db,54600,80,sSE,tcp,26315.79102,13157.89551
192.168.100.147,192.168.100.3,00:50:56:be:89:ee,00:50:56:be:26:db,56440,80,sSE,tcp,2.932133,0.977378
192.168.100.46,192.168.100.5,be:ff:34:42:10:01,ae:bb:10:44:55:60,80,80,E,tcp,80.153107,0
192.168.100.147,192.168.100.3,00:50:56:be:89:ee,00:50:56:be:26:db,54768,80,sSE,tcp,20618.55664,10309.27832
192.168.100.147,192.168.100.3,00:50:56:be:89:ee,00:50:56:be:26:db,52694,80,sSEfF,tcp,0,0
192.168.100.148,192.168.100.7,00:50:56:be:bf:1a,00:50:56:be:26:d4,35730,80,sSE,tcp,14925.37305,7462.686523
192.168.100.147,192.168.100.3,00:50:56:be:89:ee,00:50:56:be:26:db,54602,80,sSEfF,tcp,0,0
192.168.100.148,192.168.100.3,00:50:56:be:bf:1a,00:50:56:be:26:db,53212,80,sSE,tcp,3080.082031,2053.387939
192.168.100.147,192.168.100.3,00:50:56:be:89:ee,00:50:56:be:26:db,53338,80,sSEfFR,tcp,0,0
192.168.100.147,192.168.100.3,00:50:56:be:89:ee,00:50:56:be:26:db,52638,80,sSE,tcp,22727.27344,11363.63672
192.168.100.148,192.168.100.7,00:50:56:be:bf:1a,00:50:56:be:26:d4,38632,80,sSE,tcp,0,0
192.168.100.147,192.168.100.3,00:50:56:be:89:ee,00:50:56:be:26:db,55918,80,sSE,tcp,18181.81836,9090.90918
192.168.100.148,192.168.100.7,00:50:56:be:bf:1a,00:50:56:be:26:d4,36694,80,sSE,tcp,13793.10352,6896.551758
192.168.100.148,192.168.100.7,00:50:56:be:bf:1a,00:50:56:be:26:d4,37426,80,sSEfF,tcp,0,0
192.168.100.147,192.168.100.3,00:50:56:be:89:ee,00:50:56:be:26:db,54252,80,sSEfF,tcp,0,0
192.168.100.147,192.168.100.3,00:50:56:be:89:ee,00:50:56:be:26:db,51922,80,sSEfFR,tcp,0,0
192.168.100.148,192.168.100.7,00:50:56:be:bf:1a,00:50:56:be:26:d4,37616,80,sSE,tcp,17391.30469,8695.652344
192.168.100.147,192.168.100.3,00:50:56:be:89:ee,00:50:56:be:26:db,55674,80,sSEfF,tcp,0,0
192.168.100.148,192.168.100.7,00:50:56:be:bf:1a,00:50:56:be:26:d4,37954,80,sSE,tcp,15267.17676,7633.588379
192.168.100.148,192.168.100.7,00:50:56:be:bf:1a,00:50:56:be:26:d4,33832,80,R,tcp,0,0
192.168.100.148,192.168.100.7,00:50:56:be:bf:1a,00:50:56:be:26:d4,35940,80,sSE,tcp,17699.11523,8849.557617
192.168.100.147,192.168.100.3,00:50:56:be:89:ee,00:50:56:be:26:db,55662,80,sSE,tcp,0,0
192.168.100.147,192.168.100.3,00:50:56:be:89:ee,00:50:56:be:26:db,52596,80,sSE,tcp,20202.02148,10101.01074
192.168.100.148,192.168.100.7,00:50:56:be:bf:1a,00:50:56:be:26:d4,33070,80,sSE,tcp,20833.33203,10416.66602
192.168.100.148,192.168.100.7,00:50:56:be:bf:1a,00:50:56:be:26:d4,33362,80,sSE,tcp,2.754818,1.836545
192.168.100.7,192.168.100.148,00:50:56:be:26:d4,00:50:56:be:bf:1a,80,60920,EfF,tcp,0,0
192.168.100.147,192.168.100.3,00:50:56:be:89:ee,00:50:56:be:26:db,54300,80,sSE,tcp,26666.66602,13333.33301
192.168.100.148,192.168.100.7,00:50:56:be:bf:1a,00:50:56:be:26:d4,37204,80,sSEfFR,tcp,0.229312,0
192.168.100.148,192.168.100.3,00:50:56:be:bf:1a,00:50:56:be:26:db,54444,80,sSE,tcp,6622.516602,3311.258301
192.168.100.147,192.168.100.3,00:50:56:be:89:ee,00:50:56:be:26:db,52298,80,sSE,tcp,21978.02148,10989.01074
192.168.100.148,192.168.100.7,00:50:56:be:bf:1a,00:50:56:be:26:d4,34746,80,sSEfF,tcp,0,0
192.168.100.148,192.168.100.7,00:50:56:be:bf:1a,00:50:56:be:26:d4,32920,80,sSE,tcp,0,0
192.168.100.147,192.168.100.3,00:50:56:be:89:ee,00:50:56:be:26:db,55932,80,sSE,tcp,0,0
192.168.100.148,192.168.100.3,00:50:56:be:bf:1a,00:50:56:be:26:db,53454,80,sSER,tcp,1.88162,0.94081
192.168.100.147,192.168.100.3,00:50:56:be:89:ee,00:50:56:be:26:db,56082,80,sSE,tcp,0,0
192.168.100.148,192.168.100.7,00:50:56:be:bf:1a,00:50:56:be:26:d4,37518,80,sSE,tcp,0.978946,0.652631
192.168.100.148,192.168.100.7,00:50:56:be:bf:1a,00:50:56:be:26:d4,33244,80,sSEfFR,tcp,0,0
192.168.100.148,192.168.100.7,00:50:56:be:bf:1a,00:50:56:be:26:d4,37488,80,sSEfF,tcp,0,0
192.168.100.148,192.168.100.7,00:50:56:be:bf:1a,00:50:56:be:26:d4,35470,80,sSEfF,tcp,0,0
192.168.100.148,192.168.100.3,00:50:56:be:bf:1a,00:50:56:be:26:db,53476,80,sSER,tcp,1.884281,0.94214
192.168.100.147,192.168.100.3,00:50:56:be:89:ee,00:50:56:be:26:db,51900,80,sSEfF,tcp,0,0
192.168.100.148,192.168.100.7,00:50:56:be:bf:1a,00:50:56:be:26:d4,36922,80,sSE,tcp,13888.88867,6944.444336
192.168.100.3,192.168.100.147,00:50:56:be:26:db,00:50:56:be:89:ee,80,51422,f,tcp,0,0
192.168.100.148,192.168.100.7,00:50:56:be:bf:1a,00:50:56:be:26:d4,36876,80,sSEfF,tcp,0,0
192.168.100.148,192.168.100.7,00:50:56:be:bf:1a,00:50:56:be:26:d4,34310,80,sSE,tcp,13986.01465,6993.007324
192.168.100.7,192.168.100.148,00:50:56:be:26:d4,00:50:56:be:bf:1a,80,60808,EfFR,tcp,0,0
192.168.100.148,192.168.100.7,00:50:56:be:bf:1a,00:50:56:be:26:d4,38358,80,sSEfF,tcp,0,0
192.168.100.147,192.168.100.3,00:50:56:be:89:ee,00:50:56:be:26:db,55252,80,sSE,tcp,4983.388672,3322.259277
192.168.100.148,192.168.100.7,00:50:56:be:bf:1a,00:50:56:be:26:d4,37492,80,sSEfF,tcp,0,0
192.168.100.148,192.168.100.7,00:50:56:be:bf:1a,00:50:56:be:26:d4,36218,80,sSEfFR,tcp,0,0
192.168.100.147,192.168.100.3,00:50:56:be:89:ee,00:50:56:be:26:db,53300,80,sSE,tcp,12765.95703,8510.638672
192.168.100.148,192.168.100.7,00:50:56:be:bf:1a,00:50:56:be:26:d4,38634,80,sSE,tcp,17241.37891,8620.689453
192.168.100.3,192.168.100.147,00:50:56:be:26:db,00:50:56:be:89:ee,80,51604,EfF,tcp,0,0
192.168.100.148,192.168.100.7,00:50:56:be:bf:1a,00:50:56:be:26:d4,34180,80,sSE,tcp,0,0
192.168.100.148,192.168.100.7,00:50:56:be:bf:1a,00:50:56:be:26:d4,34458,80,R,tcp,0,0
192.168.100.148,192.168.100.7,00:50:56:be:bf:1a,00:50:56:be:26:d4,37592,80,sSE,tcp,17241.37891,8620.689453
192.168.100.147,192.168.100.3,00:50:56:be:89:ee,00:50:56:be:26:db,55338,80,sSE,tcp,0,0
192.168.100.148,192.168.100.7,00:50:56:be:bf:1a,00:50:56:be:26:d4,33796,80,R,tcp,0,0
192.168.100.148,192.168.100.7,00:50:56:be:bf:1a,00:50:56:be:26:d4,35856,80,R,tcp,0,0
192.168.100.148,192.168.100.7,00:50:56:be:bf:1a,00:50:56:be:26:d4,32908,80,sSEfF,tcp,0,0
192.168.100.6,192.168.100.3,bb:aa:cc:98:55:43,fa:cb:34:12:44:59,80,80,E,tcp,27.031143,0
192.168.100.147,192.168.100.3,00:50:56:be:89:ee,00:50:56:be:26:db,52066,80,sSEfF,tcp,0,0
192.168.100.147,192.168.100.3,00:50:56:be:89:ee,00:50:56:be:26:db,53516,80,sSEfF,tcp,0,0
192.168.100.147,192.168.100.3,00:50:56:be:89:ee,00:50:56:be:26:db,52832,80,sSE,tcp,0,0
192.168.100.148,192.168.100.7,00:50:56:be:bf:1a,00:50:56:be:26:d4,33890,80,sSE,tcp,0,0
192.168.100.148,192.168.100.7,00:50:56:be:bf:1a,00:50:56:be:26:d4,35928,80,sSE,tcp,0,0
192.168.100.148,192.168.100.7,00:50:56:be:bf:1a,00:50:56:be:26:d4,36150,80,sSE,tcp,0,0
192.168.100.147,192.168.100.3,00:50:56:be:89:ee,00:50:56:be:26:db,53944,80,sSEfFR,tcp,0,0
192.168.100.148,192.168.100.7,00:50:56:be:bf:1a,00:50:56:be:26:d4,35320,80,R,tcp,0,0
192.168.100.148,192.168.100.7,00:50:56:be:bf:1a,00:50:56:be:26:d4,34424,80,sSE,tcp,18018.01758,9009.008789
192.168.100.46,192.168.100.5,be:ff:34:42:10:01,ae:bb:10:44:55:60,3456,80,CON,udp,79.931747,79.931747
192.168.100.147,192.168.100.3,00:50:56:be:89:ee,00:50:56:be:26:db,56686,80,sSER,tcp,0.952001,0
192.168.100.148,192.168.100.7,00:50:56:be:bf:1a,00:50:56:be:26:d4,38374,80,sSE,tcp,0,0
192.168.100.148,192.168.100.7,00:50:56:be:bf:1a,00:50:56:be:26:d4,35446,80,R,tcp,0,0
192.168.100.147,192.168.100.3,00:50:56:be:89:ee,00:50:56:be:26:db,54584,80,sSE,tcp,23529.41211,11764.70606
192.168.100.148,192.168.100.7,00:50:56:be:bf:1a,00:50:56:be:26:d4,37812,80,sSEfF,tcp,0,0
192.168.100.148,192.168.100.7,00:50:56:be:bf:1a,00:50:56:be:26:d4,34684,80,sSE,tcp,0.313503,0
192.168.100.148,192.168.100.7,00:50:56:be:bf:1a,00:50:56:be:26:d4,37680,80,sSEfF,tcp,0,0
192.168.100.148,192.168.100.7,00:50:56:be:bf:1a,00:50:56:be:26:d4,38772,80,sSE,tcp,13986.01465,6993.007324
192.168.100.147,192.168.100.3,00:50:56:be:89:ee,00:50:56:be:26:db,54670,80,sSE,tcp,0,0
192.168.100.148,192.168.100.3,00:50:56:be:bf:1a,00:50:56:be:26:db,53872,80,sSEfFR,tcp,0.51049,0
192.168.100.148,192.168.100.7,00:50:56:be:bf:1a,00:50:56:be:26:d4,33144,80,sSE,tcp,0,0
192.168.100.147,192.168.100.3,00:50:56:be:89:ee,00:50:56:be:26:db,51974,80,sSEfFR,tcp,0,0
192.168.100.147,192.168.100.3,00:50:56:be:89:ee,00:50:56:be:26:db,54410,80,sSE,tcp,0,0
192.168.100.148,192.168.100.7,00:50:56:be:bf:1a,00:50:56:be:26:d4,39000,80,sSER,tcp,14.229609,0
192.168.100.148,192.168.100.7,00:50:56:be:bf:1a,00:50:56:be:26:d4,36954,80,sSEfF,tcp,0,0
192.168.100.148,192.168.100.7,00:50:56:be:bf:1a,00:50:56:be:26:d4,35546,80,sSEfF,tcp,0,0
192.168.100.147,192.168.100.3,00:50:56:be:89:ee,00:50:56:be:26:db,56306,80,sSEfFR,tcp,0.330859,0
192.168.100.147,192.168.100.3,00:50:56:be:89:ee,00:50:56:be:26:db,56414,80,sSE,tcp,0,0
192.168.100.147,192.168.100.3,00:50:56:be:89:ee,00:50:56:be:26:db,53720,80,sSE,tcp,0,0
192.168.100.147,192.168.100.3,00:50:56:be:89:ee,00:50:56:be:26:db,54088,80,sSEfFR,tcp,0,0
192.168.100.147,192.168.100.3,00:50:56:be:89:ee,00:50:56:be:26:db,53554,80,sSEfFR,tcp,0,0
192.168.100.148,192.168.100.3,00:50:56:be:bf:1a,00:50:56:be:26:db,53620,80,sSER,tcp,1.908582,0.954291
192.168.100.148,192.168.100.7,00:50:56:be:bf:1a,00:50:56:be:26:d4,38744,80,sSE,tcp,13.543652,9.0291
192.168.100.148,192.168.100.7,00:50:56:be:bf:1a,00:50:56:be:26:d4,37684,80,sSE,tcp,0,0
192.168.100.147,192.168.100.3,00:50:56:be:89:ee,00:50:56:be:26:db,55912,80,sSE,tcp,0,0
192.168.100.147,192.168.100.3,00:50:56:be:89:ee,00:50:56:be:26:db,52810,80,sSEfFR,tcp,0,0
192.168.100.148,192.168.100.7,00:50:56:be:bf:1a,00:50:56:be:26:d4,37284,80,sSE,tcp,2.852074,1.901383
192.168.100.148,192.168.100.7,00:50:56:be:bf:1a,00:50:56:be:26:d4,38312,80,sSE,tcp,0,0
192.168.100.148,192.168.100.7,00:50:56:be:bf:1a,00:50:56:be:26:d4,38058,80,sSE,tcp,0,0
192.168.100.148,192.168.100.7,00:50:56:be:bf:1a,00:50:56:be:26:d4,38226,80,sSEfFR,tcp,0,0
192.168.100.147,192.168.100.3,00:50:56:be:89:ee,00:50:56:be:26:db,52224,80,sSE,tcp,21276.5957,10638.29785
192.168.100.7,192.168.100.148,00:50:56:be:26:d4,00:50:56:be:bf:1a,80,60726,E,tcp,0,0
192.168.100.148,192.168.100.7,00:50:56:be:bf:1a,00:50:56:be:26:d4,34874,80,sSEfFR,tcp,0,0
192.168.100.147,192.168.100.3,00:50:56:be:89:ee,00:50:56:be:26:db,52644,80,sSE,tcp,0,0
192.168.100.147,192.168.100.3,00:50:56:be:89:ee,00:50:56:be:26:db,55336,80,sSEfF,tcp,0,0
192.168.100.147,192.168.100.3,00:50:56:be:89:ee,00:50:56:be:26:db,56734,80,sSER,tcp,0.960287,0
192.168.100.147,192.168.100.3,00:50:56:be:89:ee,00:50:56:be:26:db,55848,80,sSE,tcp,1.359339,0.543736
192.168.100.148,192.168.100.7,00:50:56:be:bf:1a,00:50:56:be:26:d4,35848,80,sSEfF,tcp,0,0
192.168.100.147,192.168.100.3,00:50:56:be:89:ee,00:50:56:be:26:db,53992,80,sSEfFR,tcp,0,0
192.168.100.148,192.168.100.7,00:50:56:be:bf:1a,00:50:56:be:26:d4,33470,80,sSE,tcp,17391.30469,8695.652344
192.168.100.148,192.168.100.7,00:50:56:be:bf:1a,00:50:56:be:26:d4,36030,80,sSE,tcp,17543.85938,8771.929688
192.168.100.148,192.168.100.7,00:50:56:be:bf:1a,00:50:56:be:26:d4,38850,80,sSER,tcp,16.246426,0
192.168.100.148,192.168.100.7,00:50:56:be:bf:1a,00:50:56:be:26:d4,38768,80,sSER,tcp,0,0
192.168.100.147,192.168.100.3,00:50:56:be:89:ee,00:50:56:be:26:db,56400,80,sSE,tcp,26666.66602,13333.33301
192.168.100.147,192.168.100.3,00:50:56:be:89:ee,00:50:56:be:26:db,56652,80,sSE,tcp,8298.754883,4149.377441
192.168.100.148,192.168.100.7,00:50:56:be:bf:1a,00:50:56:be:26:d4,36366,80,sSEfF,tcp,0,0
192.168.100.148,192.168.100.7,00:50:56:be:bf:1a,00:50:56:be:26:d4,38898,80,sSER,tcp,0,0
192.168.100.148,192.168.100.7,00:50:56:be:bf:1a,00:50:56:be:26:d4,34334,80,sSE,tcp,0,0
192.168.100.46,192.168.100.5,be:ff:34:42:10:01,ae:bb:10:44:55:60,80,80,E,tcp,80.195061,0
192.168.100.148,192.168.100.7,00:50:56:be:bf:1a,00:50:56:be:26:d4,32898,80,sSE,tcp,13245.0332,6622.516602
192.168.100.147,192.168.100.3,00:50:56:be:89:ee,00:50:56:be:26:db,56158,80,sSE,tcp,2.102117,0
192.168.100.147,192.168.100.3,00:50:56:be:89:ee,00:50:56:be:26:db,53970,80,sSE,tcp,21978.02148,10989.01074
192.168.100.147,192.168.100.3,00:50:56:be:89:ee,00:50:56:be:26:db,56200,80,sSEfFR,tcp,0,0
192.168.100.148,192.168.100.7,00:50:56:be:bf:1a,00:50:56:be:26:d4,35602,80,sSE,tcp,14705.88184,7352.940918
192.168.100.148,192.168.100.7,00:50:56:be:bf:1a,00:50:56:be:26:d4,36184,80,R,tcp,0,0
192.168.100.3,192.168.100.147,00:50:56:be:26:db,00:50:56:be:89:ee,80,51312,f,tcp,0,0
192.168.100.148,192.168.100.7,00:50:56:be:bf:1a,00:50:56:be:26:d4,38188,80,sSE,tcp,0,0
192.168.100.148,192.168.100.7,00:50:56:be:bf:1a,00:50:56:be:26:d4,35124,80,sSE,tcp,18181.81836,9090.90918
192.168.100.147,192.168.100.3,00:50:56:be:89:ee,00:50:56:be:26:db,55510,80,sSEfFR,tcp,0,0
192.168.100.147,192.168.100.3,00:50:56:be:89:ee,00:50:56:be:26:db,52332,80,sSEfFR,tcp,0,0
192.168.100.148,192.168.100.7,00:50:56:be:bf:1a,00:50:56:be:26:d4,36806,80,sSEfF,tcp,0,0
192.168.100.148,192.168.100.7,00:50:56:be:bf:1a,00:50:56:be:26:d4,34280,80,sSEfF,tcp,0,0
192.168.100.148,192.168.100.7,00:50:56:be:bf:1a,00:50:56:be:26:d4,37874,80,sSEfF,tcp,0,0
192.168.100.147,192.168.100.3,00:50:56:be:89:ee,00:50:56:be:26:db,53456,80,sSE,tcp,27027.02539,13513.5127
192.168.100.148,192.168.100.7,00:50:56:be:bf:1a,00:50:56:be:26:d4,60256,80,R,tcp,0,0
192.168.100.148,192.168.100.7,00:50:56:be:bf:1a,00:50:56:be:26:d4,32802,80,sSE,tcp,17094.01758,8547.008789
192.168.100.147,192.168.100.3,00:50:56:be:89:ee,00:50:56:be:26:db,52622,80,sSEfF,tcp,0,0
192.168.100.148,192.168.100.7,00:50:56:be:bf:1a,00:50:56:be:26:d4,35228,80,sSEfFR,tcp,0,0
192.168.100.148,192.168.100.7,00:50:56:be:bf:1a,00:50:56:be:26:d4,38464,80,sSE,tcp,13793.10352,6896.551758
192.168.100.148,192.168.100.7,00:50:56:be:bf:1a,00:50:56:be:26:d4,36170,80,sSER,tcp,8.752889,4.376444
192.168.100.7,192.168.100.148,00:50:56:be:26:d4,00:50:56:be:bf:1a,80,60812,EfF,tcp,0,0
192.168.100.7,192.168.100.3,fa:cb:34:12:44:59,ba:ba:ca:6a:00:12,365,565,REQ,udp,42.992901,0
192.168.100.148,192.168.100.7,00:50:56:be:bf:1a,00:50:56:be:26:d4,38850,80,sSE,tcp,17857.14258,8928.571289
192.168.100.147,192.168.100.3,00:50:56:be:89:ee,00:50:56:be:26:db,54364,80,sSE,tcp,23255.81445,11627.90723
192.168.100.147,192.168.100.3,00:50:56:be:89:ee,00:50:56:be:26:db,53460,80,sSEfF,tcp,0,0
192.168.100.147,192.168.100.3,00:50:56:be:89:ee,00:50:56:be:26:db,52560,80,sSEfF,tcp,0,0
192.168.100.147,192.168.100.3,00:50:56:be:89:ee,00:50:56:be:26:db,55168,80,sSEfF,tcp,0,0
192.168.100.148,192.168.100.7,00:50:56:be:bf:1a,00:50:56:be:26:d4,33072,80,sSEfFR,tcp,0,0
192.168.100.147,192.168.100.3,00:50:56:be:89:ee,00:50:56:be:26:db,56690,80,sSER,tcp,0.954815,0
192.168.100.147,192.168.100.3,00:50:56:be:89:ee,00:50:56:be:26:db,55314,80,sSEfF,tcp,0,0
192.168.100.147,192.168.100.3,00:50:56:be:89:ee,00:50:56:be:26:db,56178,80,sSE,tcp,2.836858,1.891239
192.168.100.147,192.168.100.3,00:50:56:be:89:ee,00:50:56:be:26:db,53346,80,sSEfF,tcp,0,0
192.168.100.148,192.168.100.7,00:50:56:be:bf:1a,00:50:56:be:26:d4,35392,80,R,tcp,0,0
192.168.100.147,192.168.100.3,00:50:56:be:89:ee,00:50:56:be:26:db,56282,80,sSEfFR,tcp,0.33042,0
192.168.100.148,192.168.100.7,00:50:56:be:bf:1a,00:50:56:be:26:d4,34300,80,sSE,tcp,0,0
192.168.100.147,192.168.100.3,00:50:56:be:89:ee,00:50:56:be:26:db,53370,80,sSEfF,tcp,0,0
192.168.100.148,192.168.100.7,00:50:56:be:bf:1a,00:50:56:be:26:d4,60998,80,sSE,tcp,16949.15234,8474.576172
192.168.100.3,192.168.100.147,00:50:56:be:26:db,00:50:56:be:89:ee,80,51782,E,tcp,0,0
192.168.100.147,192.168.100.3,00:50:56:be:89:ee,00:50:56:be:26:db,54044,80,sSE,tcp,21505.375,10752.6875
192.168.100.147,192.168.100.3,00:50:56:be:89:ee,00:50:56:be:26:db,53364,80,sSEfFR,tcp,0,0
192.168.100.148,192.168.100.7,00:50:56:be:bf:1a,00:50:56:be:26:d4,36864,80,sSEfF,tcp,0,0
192.168.100.147,192.168.100.3,00:50:56:be:89:ee,00:50:56:be:26:db,55896,80,sSEfF,tcp,0,0
192.168.100.147,192.168.100.3,00:50:56:be:89:ee,00:50:56:be:26:db,56198,80,sSEfFR,tcp,0,0
192.168.100.148,192.168.100.7,00:50:56:be:bf:1a,00:50:56:be:26:d4,35624,80,R,tcp,0,0
192.168.100.148,192.168.100.7,00:50:56:be:bf:1a,00:50:56:be:26:d4,36340,80,sSE,tcp,18181.81836,9090.90918
192.168.100.147,192.168.100.3,00:50:56:be:89:ee,00:50:56:be:26:db,56034,80,sSE,tcp,0,0
192.168.100.147,192.168.100.3,00:50:56:be:89:ee,00:50:56:be:26:db,52256,80,sSEfF,tcp,0,0
192.168.100.147,192.168.100.3,00:50:56:be:89:ee,00:50:56:be:26:db,55026,80,sSE,tcp,12048.19238,8032.128418
192.168.100.147,192.168.100.3,00:50:56:be:89:ee,00:50:56:be:26:db,54952,80,sSEfF,tcp,0,0
192.168.100.148,192.168.100.7,00:50:56:be:bf:1a,00:50:56:be:26:d4,36024,80,sSE,tcp,0,0
192.168.100.148,192.168.100.7,00:50:56:be:bf:1a,00:50:56:be:26:d4,38120,80,sSEfFR,tcp,0,0
192.168.100.148,192.168.100.7,00:50:56:be:bf:1a,00:50:56:be:26:d4,36868,80,sSE,tcp,15999.99902,7999.999512
192.168.100.46,192.168.100.5,be:ff:34:42:10:01,ae:bb:10:44:55:60,3456,80,CON,udp,79.623428,79.623428
192.168.100.148,192.168.100.3,00:50:56:be:bf:1a,00:50:56:be:26:db,54202,80,sSE,tcp,2394.253906,1596.169189
192.168.100.148,192.168.100.7,00:50:56:be:bf:1a,00:50:56:be:26:d4,38310,80,sSE,tcp,0,0
192.168.100.148,192.168.100.3,00:50:56:be:bf:1a,00:50:56:be:26:db,53348,80,sSER,tcp,399.840057,0
192.168.100.147,192.168.100.3,00:50:56:be:89:ee,00:50:56:be:26:db,54618,80,sSEfFR,tcp,0,0
192.168.100.148,192.168.100.7,00:50:56:be:bf:1a,00:50:56:be:26:d4,35492,80,sSEfF,tcp,0,0
192.168.100.147,192.168.100.3,00:50:56:be:89:ee,00:50:56:be:26:db,56368,80,sSEfFR,tcp,0.331746,0
192.168.100.148,192.168.100.7,00:50:56:be:bf:1a,00:50:56:be:26:d4,32818,80,sSEfF,tcp,0,0
192.168.100.147,192.168.100.3,00:50:56:be:89:ee,00:50:56:be:26:db,52380,80,sSE,tcp,22988.50586,11494.25293
192.168.100.3,192.168.100.147,00:50:56:be:26:db,00:50:56:be:89:ee,80,51744,EfF,tcp,0,0
192.168.100.148,192.168.100.7,00:50:56:be:bf:1a,00:50:56:be:26:d4,36732,80,sSEfFR,tcp,0,0
192.168.100.147,192.168.100.3,00:50:56:be:89:ee,00:50:56:be:26:db,55370,80,sSEfFR,tcp,0,0
192.168.100.148,192.168.100.7,00:50:56:be:bf:1a,00:50:56:be:26:d4,32920,80,sSE,tcp,17699.11523,8849.557617
192.168.100.46,192.168.100.5,be:ff:34:42:10:01,ae:bb:10:44:55:60,3456,80,CON,udp,79.995537,79.995537
192.168.100.46,192.168.100.5,be:ff:34:42:10:01,ae:bb:10:44:55:60,80,80,E,tcp,79.615982,0
192.168.100.148,192.168.100.7,00:50:56:be:bf:1a,00:50:56:be:26:d4,33160,80,sSE,tcp,11494.25293,5747.126465
192.168.100.148,192.168.100.7,00:50:56:be:bf:1a,00:50:56:be:26:d4,35474,80,R,tcp,0,0
192.168.100.148,192.168.100.7,00:50:56:be:bf:1a,00:50:56:be:26:d4,35082,80,sSE,tcp,16666.66797,8333.333984
192.168.100.148,192.168.100.7,00:50:56:be:bf:1a,00:50:56:be:26:d4,36560,80,sSEfFR,tcp,0,0
192.168.100.147,192.168.100.3,00:50:56:be:89:ee,00:50:56:be:26:db,54826,80,sSE,tcp,65.523643,43.68243
192.168.100.3,192.168.100.55,fa:cb:34:12:44:59,ff:ea:24:21:12:13,80,8080,E,tcp,79.992569,79.992569
192.168.100.147,192.168.100.3,00:50:56:be:89:ee,00:50:56:be:26:db,54112,80,sSE,tcp,22727.27344,11363.63672
192.168.100.148,192.168.100.7,00:50:56:be:bf:1a,00:50:56:be:26:d4,36446,80,sSE,tcp,0,0
192.168.100.148,192.168.100.7,00:50:56:be:bf:1a,00:50:56:be:26:d4,35694,80,sSEfF,tcp,0,0
192.168.100.147,192.168.100.3,00:50:56:be:89:ee,00:50:56:be:26:db,52964,80,sSE,tcp,21978.02148,10989.01074
192.168.100.46,192.168.100.5,be:ff:34:42:10:01,ae:bb:10:44:55:60,80,80,REQ,udp,79.963943,0
192.168.100.148,192.168.100.7,00:50:56:be:bf:1a,00:50:56:be:26:d4,35058,80,sSE,tcp,0,0
192.168.100.147,192.168.100.3,00:50:56:be:89:ee,00:50:56:be:26:db,53412,80,sSEfFR,tcp,0,0
192.168.100.148,192.168.100.7,00:50:56:be:bf:1a,00:50:56:be:26:d4,36942,80,sSE,tcp,15267.17676,7633.588379
192.168.100.148,192.168.100.7,00:50:56:be:bf:1a,00:50:56:be:26:d4,33068,80,sSEfFR,tcp,0,0
192.168.100.7,192.168.100.148,00:50:56:be:26:d4,00:50:56:be:bf:1a,80,60930,E,tcp,0,0
192.168.100.148,192.168.100.7,00:50:56:be:bf:1a,00:50:56:be:26:d4,37972,80,sSE,tcp,15873.01563,7936.507812
192.168.100.7,192.168.100.148,00:50:56:be:26:d4,00:50:56:be:bf:1a,80,60758,EfF,tcp,0,0
